GPSub_ID,GPSub,(R)Esub,TDist_0,TDist_1,Tdist_2or3,Tdist_>3,PPB_Score,Verified
GPSub_4,*N(C)CC(C)N,*CCCCNC(C)*,347,97,67,219,-0.127 ,NO
GPSub_4,*N(C)CC(C)N,CC(=O)NC(*)C(=O)*,253,91,29,274,-0.068 ,NO
GPSub_4,*N(C)CC(C)N,NC(C(=O)N1CCCC1C(=O)*)*,60,2,0,15,-0.163 ,NO
GPSub_4,*N(C)CC(C)N,CCCC(N*)C(=O)*,356,110,73,390,-0.062 ,NO
GPSub_4,*N(C)CC(C)N,*C(C)C(=O)N1CCCC1C(=O)*,60,2,0,15,-0.163 ,NO
GPSub_4,*N(C)CC(C)N,*NC(C)C(=O)N1CCCC1C(=O)*,57,2,0,14,-0.163 ,NO
GPSub_4,*N(C)CC(C)N,*C(=O)C(NC(=O)C(C)*)*,251,81,31,237,-0.064 ,NO
GPSub_4,*N(C)CC(C)N,*CCN(CC*)C(=O)*,277,5,6,42,-0.108 ,NO
GPSub_4,*N(C)CC(C)N,*CCCC(=O)NC(C*)*,613,188,146,476,-0.107 ,NO
GPSub_4,*N(C)CC(C)N,*CCCCC(=O)NC(C*)*,250,58,38,137,-0.105 ,NO
GPSub_4,*N(C)CC(C)N,*CCCCC(=O)NC(*)*,152,25,27,70,-0.110 ,NO
GPSub_20,*Cn1cc(*)c(=O)cc1*,*c3ccc(F)cc3,31,0,0,5,-0.342 ,NO
GPSub_20,*Cn1cc(*)c(=O)cc1*,CN(C)*,0,3,31,16,-0.365 ,NO
GPSub_20,*Cn1cc(*)c(=O)cc1*,CCC*,70,2,48,391,-0.308 ,NO
GPSub_20,*Cn1cc(*)c(=O)cc1*,Nc1cccc(*)c1,40,0,0,8,-0.357 ,NO
GPSub_20,*Cn1cc(*)c(=O)cc1*,*NCC*,6,0,210,111,-0.385 ,NO
GPSub_20,*Cn1cc(*)c(=O)cc1*,*CCn1cc(C(=O)*)c(=O)cc1*,65,0,0,0,-0.273 ,NO
GPSub_11,*CCN(*)CC(=O)NCC*,*CCN(C*)CC(=O)NCC*,3094,24,692,448,-0.166 ,NO
GPSub_21,*CC(=N)*,CSC*,0,0,86,11,-0.228 ,NO
GPSub_21,*CC(=N)*,*C(=O)O,0,0,37,51,-0.108 ,NO
GPSub_21,*CC(=N)*,*CC(=O)O,0,1,77,37,-0.107 ,NO
GPSub_21,*CC(=N)*,*C(=O)NC2C(=O)N3C(=CCSC23)C(=O)O,28,0,0,0,-0.385 ,NO
GPSub_21,*CC(=N)*,*C(=O)N,60,7,62,45,-0.169 ,NO
GPSub_21,*CC(=N)*,*C(=O)NC1C(=O)N2C(=C(C)CSC12)C(=O)O,27,0,0,0,-0.391 ,NO
GPSub_21,*CC(=N)*,CSCC(*)*,0,0,30,1,-0.324 ,NO
GPSub_21,*CC(=N)*,*CCN(C)C*,13,2,146,71,-0.237 ,NO
GPSub_21,*CC(=N)*,*C=CC(=O)*,2,22,1,59,-0.212 ,NO
GPSub_21,*CC(=N)*,*C=CC(=*)*,35,22,1,67,-0.165 ,NO
GPSub_16,*C(=O)NC3CN(*)C3,CSC*,287,7,0,11,-0.293 ,NO
GPSub_16,*C(=O)NC3CN(*)C3,*C(=O)NC2C(=O)N3C(=CCSC23)C(=O)O,54,0,0,0,-0.246 ,NO
GPSub_16,*C(=O)NC3CN(*)C3,*Cc3ccccc3,5,59,2,11,-0.172 ,NO
GPSub_16,*C(=O)NC3CN(*)C3,*NC(=O)Cc3ccccc3,32,0,0,3,-0.233 ,NO
GPSub_16,*C(=O)NC3CN(*)C3,CC=C*,0,224,16,2,-0.268 ,NO
GPSub_16,*C(=O)NC3CN(*)C3,*C(=O)NC1C(=O)N2C(=C(C)CSC12)C(=O)O,52,0,0,0,-0.235 ,NO
GPSub_16,*C(=O)NC3CN(*)C3,CSCC(*)*,110,0,0,3,-0.334 ,NO
GPSub_16,*C(=O)NC3CN(*)C3,*C1=C(C(=O)O)N2C(=O)C(NC(=O)C*)C2SC1,69,0,0,0,-0.248 ,NO
